,feature 1,feature 2,feature 3,feature 4,feature 5,feature 6,feature 7,feature 8,feature 9,feature 10,feature 11,feature 12,feature 13,feature 14,feature 15,feature 16,feature 17,feature 18,feature 19,feature 20,target
0,2.1116650194882567,-0.246651529351822,-4.417319022610491,5.973596035409133,-3.9491197967327554,1.4897755857364643,4.289368380757114,-0.9230279026806738,-0.7895752220005353,-3.1565345435855496,-2.7021093517064965,2.2622238082390034,-2.416977576678729,2.507938814579464,-2.3081810664412954,-0.7895752220005353,-3.9491197967327554,2.1116650194882567,5.973596035409133,2.2622238082390034,0.0
1,-1.1608366405406092,0.31839481293137784,-1.919178371542676,0.5353498836538364,-4.386926014075074,1.0262048309951723,-0.3205869957941504,0.7014189068212817,-1.2631856634699732,-0.682275495872773,-0.9735943492682909,3.4516560548738235,0.7248505943624353,-0.5940924507485388,1.6028623420400452,-1.2631856634699732,-4.386926014075074,-1.1608366405406092,0.5353498836538364,3.4516560548738235,0.0
2,0.646884270313502,-1.2325578601668568,2.727980639493163,0.9404321241663347,-0.18016198388986093,6.1938821932868,-0.9319408531386183,2.128934412352002,-5.360308763788681,3.3660039675431452,-1.2653767573666328,2.5060144700526674,3.4121610051988203,1.0369754224682746,3.347231182096328,-5.360308763788681,-0.18016198388986093,0.646884270313502,0.9404321241663347,2.5060144700526674,0.0
3,-5.027696558826381,-1.1752778547344858,-1.0621647556152511,2.1511943794341764,-2.5112924876444778,-0.5038542885734587,-0.09637366575402972,0.7749311614407237,-4.024155569886672,0.8157237769905419,-1.8910434887872778,0.1846817614804931,-2.0261304944784286,-2.0533945962077356,0.9230270230199873,-4.024155569886672,-2.5112924876444778,-5.027696558826381,2.1511943794341764,0.1846817614804931,0.0
4,-0.6629283302518147,-3.172720016247738,-3.995296636473649,2.3643409867260345,-3.088591989404186,-2.0271677703406423,0.9450625761575007,-1.4423671967232052,-3.90909166315335,-0.8878682704186989,-1.6016784958980135,-1.6124410482677867,-2.8382357695516047,0.8974461079968903,-2.532146769458765,-3.90909166315335,-3.088591989404186,-0.6629283302518147,2.3643409867260345,-1.6124410482677867,0.0
5,-3.186793549909108,0.2181808881890821,-4.811113638428525,1.6182097006655973,-3.812670544392214,-5.151145367533133,-0.43071280406939727,2.993317573452856,3.4163822550061402,-0.8955355864122443,-1.1545673852201084,0.4286545636790229,-0.6052005235494984,-3.004687372915899,-2.8615768294413044,3.4163822550061402,-3.812670544392214,-3.186793549909108,1.6182097006655973,0.4286545636790229,0.0
6,-3.3069140222235203,-0.30205225602905095,-0.5146010994847016,-2.0197741958080995,2.5169120312756745,3.985917378518128,1.1688956730509963,2.0024270976885346,5.843428311010178,7.739388452222849,1.3218355673985203,2.4629212063175308,5.2689338308842695,-0.25872305836633214,-7.149084551839724,5.843428311010178,2.5169120312756745,-3.3069140222235203,-2.0197741958080995,2.4629212063175308,0.0
7,-2.5692320191894,-0.06175315144531901,0.43791530567404613,5.993196573518471,-3.488383927618279,-1.9302483190867248,-1.5452056878678087,2.0940600574401187,1.590410436494622,-1.0810172781203105,-1.145870062238434,0.7669298228225359,-1.5872281529530161,0.3350348409990691,-4.377731233746088,1.590410436494622,-3.488383927618279,-2.5692320191894,5.993196573518471,0.7669298228225359,0.0
8,2.2983539332973546,-1.2542331650253202,-3.221771868831371,4.8984558944719705,-1.3139566979516837,6.229107015019214,2.7712819400026283,-0.5215932054961643,-0.18277919122358355,0.6379350645135498,-2.077705941162022,1.8890543222945748,-0.9474713014591698,1.517288873599655,-3.9008848024934832,-0.18277919122358355,-1.3139566979516837,2.2983539332973546,4.8984558944719705,1.8890543222945748,0.0
9,0.3979473086855725,-1.1475359384031154,-3.8799837252716154,-2.6539678600639642,0.4546460519087867,1.1399002217499037,2.1506923381474836,-0.8634845630200616,-4.283131522985428,0.6100316560814245,-0.7542738112594685,2.710919452271388,0.8419983324432723,-2.131388979574363,1.6519654339171974,-4.283131522985428,0.4546460519087867,0.3979473086855725,-2.6539678600639642,2.710919452271388,0.0
10,-5.011603860957277,-5.314712504031014,1.3602964232423096,0.496106387434351,-1.3286475488040859,-3.553959962612602,-1.70114417818532,-1.4623067719792102,1.2878966423877007,1.4317670895444843,-2.8061012256354037,1.213173000656148,1.1313115123322326,1.8418417124699271,-5.411565985650513,1.2878966423877007,-1.3286475488040859,-5.011603860957277,0.496106387434351,1.213173000656148,0.0
11,-3.397219475395396,-1.0172057331802105,-2.683251847218534,3.7870716545642487,-2.422466856685814,2.776021710138469,2.32349316569485,0.34758561094894613,-4.169406463948395,2.8043313765540816,-0.60254794889443,-0.8710842037321018,-2.66978132368832,-0.4195250036692926,-0.5142146018662014,-4.169406463948395,-2.422466856685814,-3.397219475395396,3.7870716545642487,-0.8710842037321018,0.0
12,1.7052785063390932,-3.6905677732152973,-2.5600010625528453,-0.25061574326762925,0.33584640505495233,-1.3638366590808575,-2.6501027097956693,-0.008228042235861821,2.7182511785123595,-0.7567019917262356,-2.260413668010135,-4.26970615497685,0.34847206028018185,-1.8361775404347862,-4.095970322662674,2.7182511785123595,0.33584640505495233,1.7052785063390932,-0.25061574326762925,-4.26970615497685,0.0
13,1.4988711511879425,-0.013316588063340684,-0.8942143884011299,3.891094648810652,0.047199747470799025,6.115624313698229,-0.888373573515388,1.2702977234559747,-0.7440853208815901,1.294659838588002,-0.4355413742618883,3.4718103454273943,1.2811730559299335,-2.136950015228577,-1.4033322953167282,-0.7440853208815901,0.047199747470799025,1.4988711511879425,3.891094648810652,3.4718103454273943,0.0
